275,143,50,56,36,38,68,371,3
295,106,40,59,38,38,70,397,3
299,110,39,59,38,35,64,372,3
251,102,40,53,37,33,58,371,3
225,92,38,52,35,31,51,336,3
204,98,36,43,32,32,49,331,3
165,89,35,37,28,29,44,300,3
143,86,38,37,29,31,44,281,3
139,90,36,38,28,29,43,215,3
136,96,38,39,31,29,38,171,3
143,105,38,40,30,26,41,246,3
140,111,42,47,35,29,47,246,3
154,120,43,46,34,26,48,290,3
159,141,46,49,37,31,50,301,3
169,146,48,49,36,37,59,325,3
172,144,50,54,38,41,64,281,3
170,152,52,50,35,43,60,279,3
161,158,52,53,40,45,58,235,3
158,148,52,58,37,43,56,226,3
143,145,50,57,35,40,47,203,3
129,143,46,50,33,36,41,191,3
135,157,45,52,33,36,43,186,3
129,153,42,48,30,35,45,186,3
142,147,39,41,30,34,45,191,3
143,139,42,46,31,31,48,176,3
143,136,44,46,31,31,45,183,3
145,109,38,42,29,28,42,187,3
156,122,43,43,27,24,41,216,3
143,129,42,40,25,24,39,215,3
159,129,39,40,24,25,41,279,3
173,131,39,42,23,23,41,285,3
174,138,40,41,22,22,40,294,3
168,117,35,43,20,26,40,275,3
174,101,36,44,21,25,53,293,3
160,110,39,47,22,28,50,228,3
166,118,40,46,26,31,56,238,3
156,108,40,45,26,34,60,226,3
151,103,41,41,25,32,59,233,3
171,104,42,40,25,34,51,221,3
189,110,40,33,26,34,58,278,3
177,91,37,30,25,33,54,265,3
209,86,38,40,25,30,55,332,3
217,88,37,42,26,31,58,342,3
214,105,37,44,27,33,61,346,3
201,88,39,47,24,32,56,334,3
197,91,39,49,22,31,55,326,3
169,96,39,42,22,33,52,264,3
158,95,39,44,22,34,51,268,3
121,68,36,42,21,30,44,250,3
113,68,35,37,22,32,47,219,3
117,69,34,36,23,33,48,239,3
105,61,32,36,23,31,51,250,3
125,58,36,38,24,34,58,243,3
141,79,42,37,24,37,61,255,3
136,82,41,36,25,35,60,256,3
144,83,41,33,27,36,62,276,3
158,89,41,37,28,38,59,274,3
149,88,36,34,29,37,55,271,3
172,80,36,38,29,34,53,298,3
